text,label,score
오늘 가봤는데,LABEL_2,0.5826
아직은 나무들이   단풍옷으로 갈아입지 않은 상태입니다,LABEL_0,0.6118
"설악산에도 단풍이 지각상태인것을 보니 지구가 무더운상태 이긴 합니다, 비오고 춥고 일교차가 커야지 단풍이 이쁜데",LABEL_2,0.5772
365일 언제나 즐기시 좋은 서울숲.,LABEL_2,0.9811
가을이 특히나 예쁜 서울숲입니다.,LABEL_2,0.8471
서재페 와서 피크닉 대여 하려고 들렀는데,LABEL_1,0.4785
사장님도 친절하시고 물품도 깨끗하고 예뻤어요 위치도 가까워서 더 좋았습니다,LABEL_2,0.9902
서울숲피크닉돗자리대여,LABEL_2,0.6786
서울숲에서 성수구름다리를 지나면 이렇게 멋진 낙조를 볼 수 있어요,LABEL_2,0.9697
오랜만에 서울숲 나들이 했네요,LABEL_2,0.9601
사람은 많지만,LABEL_1,0.8708
서울 도심에서 나무그늘 아래 피크닉을 즐길 수 있다는 점에 참을만 합니다,LABEL_2,0.7838
아쉬운 점은 푸드트럭이 늘어서 있어 기대하고 갔는데,LABEL_1,0.5483
바로 직접 해주는 음식이 아니라 되어 있는것을 담아만 주는것 같은 피자도 떡볶기도 뜨겁지 않은 보온통에서 꺼내주는 음식이라 배고픈데도불구하고,LABEL_0,0.7503
많이 남겼네요,LABEL_1,0.7121
치즈떡볶기에 치즈를 녹여 주지 않고 그냥 뿌려 주시네요,LABEL_0,0.5632
주변에 맛집이 많은데 괜히 푸드트럭에서 먹었어요,LABEL_0,0.5366
아무리 회전율 때문이라지만,LABEL_1,0.7863
넘 성의 없는 음식에 다시는 푸드트럭 이용하지 않을거 같네요,LABEL_0,0.5487
서울숲 A타워 가을날 Festival!,LABEL_2,0.5995
하늘이 파랗고 구름이 예쁜 가을날 서울숲으로 go go,LABEL_2,0.8464
거울못에서 웨딩 사진을 촬영하는 커플들,LABEL_1,0.4891
초록초록 잔디밭에 누워 새소리를 들으며 가을을 만끽하는 가족들,LABEL_2,0.9347
벤치에 앉아 삼삼오오 얘기하는 모습들이 정겹게 보입니다,LABEL_2,0.5649
재즈페스티벌을 위한 무대 설치가 한창이네요,LABEL_1,0.4265
단풍이 예쁜 가을의 서울숲이 기다려집니다.,LABEL_2,0.8783
서울숲은 사계절 올때마다 좋아요,LABEL_2,0.9811
주변에 둘러볼곳도 많아서 좋습니다,LABEL_2,0.9797
작년에 갔다가 올해 가을에 갔다왔는데,LABEL_2,0.563
한글날이라 그런지 사람이 무척이나 많았어요,LABEL_1,0.6226
1년사이에 변한것도 너무 많아서 신기했어요,LABEL_2,0.948
숲속 놀이터도 있었는데,LABEL_2,0.8155
아이들이 엄청 좋아할거같아요 뛰어다니는 아이들 자전거타는 아이들 아이들을 많이 볼 수있어서 좋았답니다.,LABEL_2,0.9485
오랜만에 자연에와서 맑은 공기 마시면서 힐링할수 있어서 너무 좋았어요,LABEL_2,0.9858
다음번에는 남편이랑 방문할게요,LABEL_2,0.8111
